movement_count,span_seconds,movements_per_minute,interval_cv,burst_count,mean_burst_size,max_burst_size,duration_std_seconds,peak_amplitude_std,dominant_frequency_std_hz,dominant_direction,direction_counts,movements_early_third,movements_mid_third,movements_late_third,artifact_filtered_fraction,dataset,subject_id,record_id
1208,4060.27458691597,17.851009444918613,1.2598122791159445,496,2.435483870967742,33,0.9509623391031881,1303.0705977927223,3.494136389895072,az,"{'az': 544, 'ay': 336, 'ax': 328}",634,325,249,0.0,FOUR_IMU,record_9,record_9
45,306.904,8.79753929567552,1.3205605261925248,9,5.0,13,1.0957017676522929,0.3143860556110169,2.625636097994248,bcg_y,"{'bcg_y': 31, 'bcg_z': 10, 'bcg_x': 4}",13,13,19,0.0,OXFORD,154100,154100
75,848.524,5.3033267179243015,1.4062877129959142,21,3.5714285714285716,14,1.1970680024637372,0.057880704138319965,2.580703544864825,bcg_x,"{'bcg_x': 59, 'bcg_z': 9, 'bcg_y': 7}",24,24,27,0.0,OXFORD,450569,450569
63,890.002,4.247181467007939,1.2561512365167478,24,2.625,8,1.1312697495680464,0.20615666820917597,4.120638138781354,bcg_z,"{'bcg_z': 30, 'bcg_y': 20, 'bcg_x': 13}",18,16,29,0.0,OXFORD,450663,450663
85,901.7,5.655983142952201,1.531466493098459,25,3.4,11,1.1063174424519309,1.7230762131383968,2.0061126540349066,bcg_x,"{'bcg_x': 50, 'bcg_y': 32, 'bcg_z': 3}",28,33,24,0.0,OXFORD,451043,451043
44,850.582,3.103757192134327,1.2602454723884844,24,1.8333333333333333,7,0.8707555017128635,0.24465172503480395,3.461853743384685,bcg_y,"{'bcg_y': 34, 'bcg_z': 10}",16,15,13,0.0,OXFORD,451049,451049
128,897.522,8.556893312921577,1.5981815468141651,20,6.4,22,1.5127155299679775,0.05717380106766467,6.466467476851578,bcg_z,"{'bcg_z': 118, 'bcg_x': 7, 'bcg_y': 3}",59,26,43,0.0,OXFORD,451280,451280
55,850.124,3.881786657005331,1.4936438900918476,18,3.0555555555555554,8,0.6814783336188492,0.1485320695085185,3.8581401424112634,bcg_z,"{'bcg_z': 25, 'bcg_y': 23, 'bcg_x': 7}",27,17,11,0.0,OXFORD,451377,451377
61,892.588,4.100436035438523,1.4600027964437516,26,2.3461538461538463,8,0.8367290203834902,0.21833229857699724,4.270266570266147,bcg_z,"{'bcg_z': 50, 'bcg_x': 8, 'bcg_y': 3}",14,20,27,0.0,OXFORD,451421,451421
41,872.5699999999999,2.8192580537951115,1.4377307204663659,16,2.5625,6,1.0355790179600042,0.3788830921570723,2.7000814869247907,bcg_y,"{'bcg_y': 20, 'bcg_x': 16, 'bcg_z': 5}",11,12,18,0.0,OXFORD,451609,451609
57,889.89,3.8431716279540167,1.4052326508366861,23,2.4782608695652173,6,0.6714261408797187,0.20031461433048248,2.8860127717825668,bcg_y,"{'bcg_y': 31, 'bcg_z': 20, 'bcg_x': 6}",16,25,16,0.0,OXFORD,451625,451625
83,867.538,5.740382553847786,1.6728757990637737,24,3.4583333333333335,20,0.646047445010673,0.06969614192187643,4.717045612494836,bcg_z,"{'bcg_z': 68, 'bcg_x': 14, 'bcg_y': 1}",30,28,25,0.0,OXFORD,451743,451743
149,901.7099999999999,9.914495791329808,1.889596729835385,14,10.642857142857142,43,4.386212473893001,0.16527459197383354,3.659109765250622,bcg_z,"{'bcg_z': 132, 'bcg_x': 17}",28,65,56,0.0,OXFORD,451875,451875
21,892.764,1.4113472317432154,1.1577406550227964,14,1.5,3,2.834131777693714,0.5157610879276114,3.63825017239561,bcg_x,"{'bcg_x': 11, 'bcg_y': 7, 'bcg_z': 3}",6,8,7,0.0,OXFORD,451898,451898
68,770.9480000000001,5.292185724588428,1.1101805493915942,23,2.9565217391304346,12,0.7126809854388865,2.8794950692394856,4.1568485128712265,bcg_y,"{'bcg_y': 33, 'bcg_x': 32, 'bcg_z': 3}",22,27,19,0.0,OXFORD,451905,451905
78,898.752,5.207220679342021,1.068138611497926,30,2.6,12,1.0592617551235688,0.18525995945134285,3.8203004348120717,bcg_x,"{'bcg_x': 69, 'bcg_z': 5, 'bcg_y': 4}",25,25,28,0.0,OXFORD,451927,451927
80,899.1099999999999,5.338612628043287,1.52604587541641,23,3.4782608695652173,15,1.042729043533288,0.2019769739497159,3.177390479137304,bcg_x,"{'bcg_x': 56, 'bcg_y': 20, 'bcg_z': 4}",30,32,18,0.0,OXFORD,451993,451993
